module,user_id,course_id,teacher_id,group_template_id,level,course_name,enrolled_at,lessons_viewed,content_viewed,content_threshold_status,online_attended_status,solved_homeworks_count,required_homeworks_status,current_control_status,pa_score,pa_passed_status,pa_submitted_at,reflection_status,target_status
1,729649,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729649,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729683,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729683,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,731549,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,731551,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,731537,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,731547,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,730589,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,731543,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,731545,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,,,,,Начальный,,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,726732,1029,699986,1191,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729719,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,726963,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,727161,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,742161,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,97.819275,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,729569,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,7,40.55314,Нет,Да,24,Нет,Да,,Не сдавал,,,Отчислен
1,738501,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,3,21.248793,Нет,Да,7,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,734874,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,89.41344,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,729697,1029,730208,1169,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,727163,1029,732393,1168,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-07,19,94.26522,Да,Да,60,Да,Да,13.0,Да,2025-12-04,,Завершил
1,727163,1029,700350,1168,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-07,19,94.26522,Да,Да,60,Да,Да,13.0,Да,2025-12-04,,Завершил
1,729005,1029,730254,1171,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,727871,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,6,31.385815,Нет,Да,9,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729439,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,89.05303,Да,Да,60,Да,Да,11.33,Да,2025-12-03,,Завершил
1,728013,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729334,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,1.3043479,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729334,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,1.3043479,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,733322,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729604,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,83.797104,Да,Нет,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,747225,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,732939,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729698,1029,730254,1171,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,2,13.367149,Нет,Да,9,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728074,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,2,13.389311,Нет,Да,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728072,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,16,81.9529,Да,Да,60,Да,Да,11.5,Да,2025-12-15,,Завершил
1,742521,1029,733081,1213,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,89.65145,Да,Нет,60,Да,Да,,Не сдавал,,,Отчислен
1,727911,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,1.8085107,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729563,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,96.78019,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,729677,1029,730254,1171,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,726973,1029,699986,1191,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,15,86.80321,Да,Да,60,Да,Да,15.0,Да,2025-11-30,,Завершил
1,728018,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,1,6.098398,Нет,Нет,9,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728453,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,99.67391,Да,Да,60,Да,Да,13.0,Да,2025-12-05,,Завершил
1,727448,1029,699977,1167,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,20,100.0,Да,Нет,60,Да,Да,15.0,Да,2025-12-20,,Отчислен
1,729338,1029,733081,1213,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,85.44686,Да,Да,60,Да,Да,11.0,Да,2025-12-04,,Завершил
1,728860,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728233,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729345,1029,733081,1213,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,15,82.29638,Да,Да,60,Да,Да,11.0,Да,2025-11-29,,Завершил
1,728346,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728075,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.2631579,Нет,Нет,6,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,727164,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728848,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729657,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,87.2557,Да,Да,60,Да,Да,12.0,Да,2025-11-29,,Завершил
1,728567,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729635,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,91.450005,Да,Да,60,Да,Да,13.33,Да,2025-11-30,,Завершил
1,729024,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,2,17.116528,Нет,Да,21,Нет,Да,,Не сдавал,,,Отчислен
1,733039,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,98.44218,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,728356,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.6818182,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728356,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.6818182,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729497,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,733065,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,96.25795,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,741921,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,99.666664,Да,Нет,60,Да,Да,13.0,Да,2025-12-12,,Завершил
1,727197,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729347,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,84.014496,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,729468,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,86.6256,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,729450,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,97.065216,Да,Да,60,Да,Да,11.0,Да,2025-11-29,,Завершил
1,728578,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729570,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728882,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,729550,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,97.60083,Да,Да,60,Да,Да,,Не сдавал,,,Отчислен
1,729312,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729004,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,99.78714,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,738298,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,94.287025,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,748062,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,1,15.760613,Нет,Нет,60,Да,Да,,Не сдавал,,,Отчислен
1,729653,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,98.45411,Да,Да,60,Да,Да,15.0,Да,2025-11-28,,Завершил
1,728514,1029,699977,1167,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-11-28,,Завершил
1,728610,1030,728618,1196,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,20,100.0,Да,Да,60,Да,Да,13.0,Да,2025-11-26,,Завершил
1,729517,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,99.11078,Да,Да,60,Да,Да,14.0,Да,2025-12-01,,Завершил
1,729548,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,99.66908,Да,Нет,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,733038,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-10,20,96.31199,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,733075,1029,699986,1191,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-10,0,0.0,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729187,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,83.152176,Да,Да,60,Да,Да,15.0,Да,2025-11-30,,Завершил
1,738085,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,96.10863,Да,Да,60,Да,Да,15.0,Да,2025-11-30,,Завершил
1,737636,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,98.35901,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,729559,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,89.44444,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,729508,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,99.666664,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,737664,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,15,81.94097,Да,Нет,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,730883,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,,,,,Базовый,,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,727490,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,20,99.333336,Да,Нет,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,742243,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,80.434166,Да,Да,60,Да,Да,11.33,Да,2025-12-15,,Завершил
1,744392,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,98.49518,Да,Нет,60,Да,Да,11.0,Да,2025-12-08,,Завершил
1,732996,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729503,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729503,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729167,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,88.258156,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,745230,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-14,20,100.0,Да,Нет,60,Да,Да,13.0,Да,2025-12-15,,Завершил
1,729193,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,92.591484,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,733042,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,83.03623,Да,Да,60,Да,Да,14.0,Да,2025-12-03,,Завершил
1,,,,,Базовый,,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729530,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,85.6796,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,742164,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,95.38164,Да,Да,60,Да,Да,14.0,Да,2025-12-01,,Завершил
1,729538,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,19,93.56039,Да,Да,60,Да,Да,12.33,Да,2025-11-29,,Завершил
1,742150,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,15,81.68012,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,729571,1030,731445,1185,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.11627907,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729576,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,1,5.775472,Нет,Да,7,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,737581,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-12,20,99.25041,Да,Нет,60,Да,Да,10.0,Да,2025-12-08,,Завершил
1,729640,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,100.0,Да,Да,60,Да,Да,12.0,Да,2025-11-28,,Завершил
1,737478,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,90.73079,Да,Да,60,Да,Да,9.33,Да,2025-12-02,,Завершил
1,728517,1029,699977,1167,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,732962,1029,700313,1192,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,730256,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729457,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,86.3935,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,727944,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,20,94.24666,Да,Да,60,Да,Да,11.33,Да,2025-12-04,,Завершил
1,728596,1029,700313,1193,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728532,1029,699977,1167,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,0,0.33333334,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,727841,1030,730254,1170,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729414,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,2.908924,Нет,Нет,50,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729373,1030,730254,1170,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,4,28.083635,Нет,Нет,30,Нет,Да,,Не сдавал,,,Отчислен
1,727931,1029,730254,1171,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-01,20,99.891304,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,729560,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.87198067,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729340,1029,733081,1215,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,84.618355,Да,Да,60,Да,Да,14.0,Да,2025-12-04,,Завершил
1,732809,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-10,20,100.0,Да,Нет,60,Да,Да,12.75,Да,2025-11-30,,Завершил
1,729298,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,88.562515,Да,Да,60,Да,Да,12.5,Да,2025-11-30,,Завершил
1,732797,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-10,20,100.0,Да,Нет,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,729685,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729685,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,733047,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-11,0,13.418203,Нет,Нет,60,Да,Да,,Не сдавал,,,Отчислен
1,729577,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-05,0,0.10638298,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729534,1029,730208,1169,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.4642857,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728626,1030,730254,1170,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,1,6.654493,Нет,Нет,60,Да,Да,,Не сдавал,,,Отчислен
1,730387,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-06,0,3.647343,Нет,Нет,24,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728598,1030,700140,1166,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,18,89.97898,Да,Нет,60,Да,Да,13.5,Да,2025-11-30,,Завершил
1,728508,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,18,89.569496,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,729405,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,84.64161,Да,Да,60,Да,Да,13.33,Да,2025-12-05,,Завершил
1,729541,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,20,97.92744,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,737548,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-12,19,97.8125,Да,Нет,60,Да,Да,12.0,Да,2025-12-15,,Завершил
1,728402,1030,700140,1166,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,5,24.444445,Нет,Да,12,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,734734,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-11,19,97.437836,Да,Да,60,Да,Да,8.0,Да,2025-12-09,,Завершил
1,729594,1029,730254,1171,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729383,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,17,86.586426,Да,Да,60,Да,Да,12.33,Да,2025-11-30,,Завершил
1,732219,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-07,17,88.99771,Да,Да,60,Да,Да,11.0,Да,2025-12-02,,Завершил
1,732898,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-10,18,90.503105,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,738542,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,1,19.459597,Нет,Да,60,Да,Да,,Не сдавал,,,Отчислен
1,737924,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-12,16,80.21981,Да,Нет,60,Да,Да,10.33,Да,2025-12-14,,Завершил
1,728853,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,2,17.519323,Нет,Да,36,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,728539,1029,730341,1212,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,82.27023,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,732793,1029,736892,1200,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-10,16,85.51242,Да,Да,60,Да,Да,12.0,Да,2025-12-05,,Завершил
1,738578,1029,733081,1214,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-12,0,0.8768116,Нет,Нет,15,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,729527,1029,730341,1216,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,16,81.31793,Да,Да,60,Да,Да,14.33,Да,2025-11-29,,Завершил
1,729686,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-11-05,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
