,module,user_id,club_name,teacher_id,course_id,cohort_id,level_bin,enrollment_date,lessons_watched_total,lessons_watched_80_count,content_units_watched,view_criterion,webinar_attended,solved_hw_count,required_hw_done,current_control_passed,reflection_passed,pa_score,pa_passed,pa_date_msk,ia_passed,status_actual,feature_webinar_attended,feature_view_criterion,feature_required_hw_done,feature_current_control_passed,feature_reflection_passed,feature_reflection_available,feature_pa_score_ge_8,feature_pa_passed,status_by_doc_heuristic,status_by_best_heuristic
3099,2,702642.0,Python. Начальный уровень. Онлайн. 2 модуль (Группа P13),701348.0,951.0,1291.0,0,,20,18,861.0,1,1,60,1,1,1,14.0,1,2026-01-28,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3100,2,701020.0,Python. Начальный уровень. Онлайн. 2 модуль (Группа C29),718537.0,951.0,1290.0,0,,20,20,926.0,1,1,60,1,1,1,13.5,1,2026-02-09,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3101,2,700428.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа C26),731445.0,954.0,1280.0,1,,0,0,0.0,0,0,0,0,0,0,,0,,,Отчислен,0,0,0,0,0,1,0,0,Dropped,Dropped
3102,2,700462.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,916.0,1,1,60,1,1,1,15.0,1,2026-02-03,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3103,2,701328.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,933.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3104,2,702496.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P65),699977.0,951.0,1297.0,0,,20,17,896.0,1,1,60,1,1,1,15.0,1,2026-02-14,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3105,2,704158.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P43),699912.0,954.0,1282.0,1,,20,20,873.0,1,1,60,1,1,1,13.8,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3106,2,700503.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,914.0,1,1,60,1,1,1,14.0,1,2026-02-05,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3107,2,701477.0,Python. Начальный уровень. Онлайн. 2 модуль (Группа P15),699903.0,951.0,1255.0,0,,20,20,922.0,1,1,60,1,1,1,15.0,1,2026-02-08,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3108,2,700485.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,926.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3109,2,700453.0,Python. Начальный уровень СР 9.00. Онлайн. 2 модуль (Группа P2),700057.0,951.0,1262.0,0,,20,20,927.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3110,2,702597.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P32),667410.0,951.0,1249.0,0,,20,18,842.0,1,1,60,1,1,1,11.0,1,2026-02-13,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3111,2,700481.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,934.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3112,2,701054.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P27),700003.0,951.0,1274.0,0,,20,20,888.0,1,1,60,1,1,1,14.0,1,2026-02-08,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3113,2,700427.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,916.0,1,1,60,1,1,1,15.0,1,2026-02-03,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3114,2,700535.0,Python. Базовый уровень ПТ 16.00. Онлайн. 2 модуль (Группа P4),700057.0,954.0,1260.0,1,,20,20,918.0,1,1,60,1,1,1,11.4,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3115,2,705665.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,15.0,1,2026-01-27,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3116,2,706083.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,900.0,1,1,60,1,1,1,15.0,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3117,2,704653.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P65),699977.0,951.0,1297.0,0,,20,20,987.0,1,0,60,1,1,1,14.0,1,2026-02-14,,Завершил,0,1,1,1,1,1,1,1,Dropped,Completed
3118,2,700901.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,880.0,1,1,60,1,1,1,12.0,1,2026-02-13,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3119,2,706463.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,12.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3120,2,700508.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,930.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3121,2,705812.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,889.0,1,1,60,1,1,1,10.4,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3122,2,704940.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,10.6,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3123,2,700955.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P32),667410.0,951.0,1249.0,0,,20,17,773.0,1,1,60,1,1,1,15.0,1,2026-02-07,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3124,2,705663.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,14.0,1,2026-01-26,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3125,2,700483.0,Python. Начальный уровень СР 9.00. Онлайн. 2 модуль (Группа P2),700057.0,951.0,1262.0,0,,20,20,910.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3126,2,705662.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,15.0,1,2026-01-29,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3127,2,701252.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P46),702167.0,954.0,1289.0,1,,1,0,12.0,0,0,0,0,0,0,,0,,,Отчислен,0,0,0,0,0,1,0,0,Dropped,Dropped
3128,2,706675.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,887.0,1,1,60,1,1,1,13.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3129,2,707416.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,902.0,1,1,60,1,1,1,12.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3130,2,700511.0,Python. Базовый уровень ПТ 16.00. Онлайн. 2 модуль (Группа P4),700057.0,954.0,1260.0,1,,20,20,917.0,1,1,60,1,1,1,11.2,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3131,2,700423.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3132,2,700530.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,916.0,1,1,60,1,1,1,15.0,1,2026-02-03,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3133,2,703662.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,906.0,1,1,60,1,1,1,14.6,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3134,2,700911.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,916.0,1,1,60,1,1,1,14.0,1,2026-02-03,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3135,2,706591.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,900.0,1,1,60,1,1,1,11.0,1,2026-02-01,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3136,2,703780.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P12),699907.0,954.0,1277.0,1,,20,20,849.0,1,1,60,1,1,1,13.6,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3137,2,700510.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,927.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3138,2,700482.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,906.0,1,1,60,1,1,1,14.0,1,2026-02-03,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3139,2,701012.0,Python. Начальный уровень СР 9.00. Онлайн. 2 модуль (Группа P2),700057.0,951.0,1262.0,0,,20,20,928.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3140,2,702470.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,878.0,1,1,60,1,1,1,14.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3141,2,700467.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,909.0,1,1,60,1,1,1,14.0,1,2026-02-05,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3142,2,704352.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,882.0,1,1,60,1,1,1,14.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3143,2,705518.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,877.0,1,1,60,1,1,1,9.6,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3144,2,708159.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,14.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3145,2,708161.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,11.6,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3146,2,703820.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P11),699907.0,954.0,1230.0,1,,20,20,877.0,1,1,60,1,1,1,13.4,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3147,2,700471.0,Python. Начальный уровень ВТ 16.00. Онлайн. 2 модуль (Группа P1),700057.0,951.0,1299.0,0,,20,20,916.0,1,1,60,1,1,1,14.0,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3148,2,707822.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,13.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3149,2,705994.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,896.0,1,1,60,1,1,1,15.0,1,2026-01-28,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3150,2,706417.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,902.0,1,1,60,1,1,1,15.0,1,2026-01-29,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3151,2,706401.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,14.4,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3152,2,703221.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P43),699912.0,954.0,1282.0,1,,20,20,899.0,1,1,60,1,1,1,15.0,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3153,2,703787.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P12),699907.0,954.0,1277.0,1,,20,20,859.0,1,1,60,1,1,1,13.6,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3154,2,703747.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,890.0,1,1,60,1,1,1,14.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3155,2,703598.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P43),699912.0,954.0,1282.0,1,,20,20,894.0,1,1,60,1,1,1,11.6,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3156,2,703048.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P43),699912.0,954.0,1282.0,1,,20,20,895.0,1,1,60,1,1,1,14.0,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3157,2,703779.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P12),699907.0,954.0,1277.0,1,,20,20,869.0,1,1,60,1,1,1,13.6,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3158,2,707194.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,11.0,1,2026-02-02,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3159,2,701664.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P21),699911.0,951.0,1296.0,0,,20,20,892.0,1,1,60,1,1,1,15.0,1,2026-01-27,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3160,2,703713.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P11),699907.0,954.0,1230.0,1,,20,20,857.0,1,1,60,1,1,1,14.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3161,2,703716.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P12),699907.0,954.0,1277.0,1,,20,20,857.0,1,1,60,1,1,1,12.4,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3162,2,703782.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P12),699907.0,954.0,1277.0,1,,20,20,853.0,1,1,60,1,1,1,14.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3163,2,705797.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,14.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3164,2,703708.0,Python. Базовый уровень. Онлайн. 2 модуль (Группа P11),699907.0,954.0,1230.0,1,,20,20,880.0,1,1,60,1,1,1,13.4,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3165,2,700516.0,Python. Базовый уровень ПТ 16.00. Онлайн. 2 модуль (Группа P4),700057.0,954.0,1260.0,1,,20,19,858.0,1,1,60,1,1,1,13.8,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3166,2,703697.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,884.0,1,1,60,1,1,1,14.4,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3167,2,707190.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,895.0,1,1,60,1,1,1,13.0,1,2026-01-29,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3168,2,701336.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,896.0,1,1,60,1,1,1,14.0,1,2026-02-01,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3169,2,707201.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,898.0,1,1,60,1,1,1,14.0,1,2026-02-07,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3170,2,702514.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,12.2,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3171,2,705836.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,888.0,1,1,60,1,1,1,14.0,1,2026-01-28,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3172,2,704309.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P27),700003.0,951.0,1274.0,0,,19,19,847.0,1,1,60,1,1,1,14.0,1,2026-02-08,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3173,2,707198.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3174,2,705844.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,900.0,1,1,60,1,1,1,12.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3175,2,706534.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,893.0,1,1,60,1,1,1,15.0,1,2026-01-26,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3176,2,707196.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,888.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3177,2,707207.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,899.0,1,1,60,1,1,1,14.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3178,2,705208.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,12.0,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3179,2,705242.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,13.0,1,2026-01-29,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3180,2,705906.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,882.0,1,1,60,1,1,1,15.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3181,2,707384.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,886.0,1,1,60,1,1,1,10.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3182,2,707376.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,899.0,1,1,60,1,1,1,12.0,1,2026-01-29,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3183,2,705686.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,15.0,1,2026-02-05,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3184,2,703675.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,853.0,1,1,60,1,1,1,15.0,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3185,2,702255.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P21),699911.0,951.0,1296.0,0,,20,20,889.0,1,1,60,1,1,1,15.0,1,2026-01-27,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3186,2,703603.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P22),699911.0,954.0,1284.0,1,,20,20,884.0,1,1,60,1,1,1,13.93,1,2026-01-30,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3187,2,703592.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P43),699912.0,954.0,1282.0,1,,20,20,898.0,1,1,60,1,1,1,14.6,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3188,2,706257.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,897.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3189,2,706270.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,892.0,1,1,60,1,1,1,12.4,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3190,2,705659.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,873.0,1,1,60,1,1,1,12.6,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3191,2,708010.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,891.0,1,1,60,1,1,1,15.0,1,2026-01-27,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3192,2,700727.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,913.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3193,2,705420.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,896.0,1,1,60,1,1,1,14.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3194,2,707671.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,12.6,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3195,2,706231.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,886.0,1,1,60,1,1,1,12.8,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3196,2,707412.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,899.0,1,1,60,1,1,1,11.0,1,2026-01-29,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3197,2,709001.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,885.0,1,1,60,1,1,1,12.6,1,2026-02-10,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3198,2,705670.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,885.0,1,1,60,1,1,1,14.0,1,2026-01-31,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3199,2,700512.0,Python. Начальный уровень СР 9.00. Онлайн. 2 модуль (Группа P2),700057.0,951.0,1262.0,0,,20,20,929.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3200,2,705643.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,885.0,1,1,60,1,1,1,13.13,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3201,2,708997.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,891.0,1,1,60,1,1,1,12.6,1,2026-02-07,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3202,2,706615.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,14.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3203,2,700872.0,Python. Начальный уровень СР 16.00. Онлайн. 2 модуль (Группа P3),700057.0,951.0,1248.0,0,,20,20,931.0,1,1,60,1,1,1,14.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3204,2,700526.0,Python. Базовый уровень ПТ 16.00. Онлайн. 2 модуль (Группа P4),700057.0,954.0,1260.0,1,,20,20,909.0,1,1,60,1,1,1,12.6,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3205,2,705417.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P60),702887.0,951.0,1252.0,0,,20,20,904.0,1,1,60,1,1,1,9.0,1,2026-01-27,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3206,2,706358.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,895.0,1,1,60,1,1,1,11.0,1,2026-02-04,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3207,2,706623.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,887.0,1,1,60,1,1,1,13.6,1,2026-02-10,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3208,2,701931.0,Python. Базовый уровень. Онлайн. 2 модуль (группа P61),702887.0,954.0,1276.0,1,,20,20,889.0,1,1,60,1,1,1,15.0,1,2026-02-06,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3209,2,701212.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P23),675754.0,951.0,1295.0,0,,20,18,846.0,1,1,60,1,1,1,15.0,1,2026-02-14,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3210,2,700461.0,Python. Начальный уровень СР 9.00. Онлайн. 2 модуль (Группа P2),700057.0,951.0,1262.0,0,,20,20,929.0,1,1,60,1,1,1,15.0,1,2026-02-11,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
3211,2,701710.0,Python. Начальный уровень. Онлайн. 2 модуль (группа P65),699977.0,951.0,1297.0,0,,20,20,987.0,1,1,60,1,1,1,15.0,1,2026-02-14,,Завершил,1,1,1,1,1,1,1,1,Completed,Completed
